"bpid","mlbid","Name","Age","Season","Team","Games","Innings","Fielded Plays","RDA Outs","Range Out Score","Attempt Range","THR Opps","THR Rate","RDA","THR","CDA","DRP"
122573,663795,"Justin Hagenman",28,2025,"NYM",9,23.7,1,0,-0.3,,,,0,,0,0
122776,663554,"Casey Mize",28,2025,"DET",28,149,11,-0.1,-1.5,,1,0,-0.1,0,0,-0.1
122878,663687,"Hogan Harris",28,2025,"ATH",48,64.7,4,0,0,,,,0,,0,0
123381,678226,"Daysbel Hernández",28,2025,"ATL",39,37,5,0,0.1,,,,0,,0,0
123585,682120,"Tim Herrin",28,2025,"CLE",54,42.7,4,0,0.3,,,,0,,0,0
123612,676051,"Codi Heuer",28,2025,,3,4.7,,,,,,,,,0,0
123765,663546,"Sean Hjelle",28,2025,"SF",12,15,2,0,-0.4,,,,0,,0,0
123804,663773,"Bryan Hoeing",28,2025,"SD",7,8,2,0,0.6,,,,0,,0,0
123806,663538,"Nico Hoerner",28,2025,"CHC",156,1363,477,7.7,1.9,18.1,,,5.5,,0,5.5
124341,663697,"Jonathan India",28,2025,"KC",110,886.3,303,-4,-1.6,-2.2,17,0,-3,0,0,-3
124381,663623,"Jake Irvin",28,2025,"WSH",33,180,23,0,0.1,,,,0,,0,0
124395,664728,"Kyle Isbel",28,2025,"KC",135,1032,462,6.9,2.3,,82,-0.002,5.7,-0.1,0,5.6
124659,680777,"Ryan Jeffers",28,2025,"MIN",88,699.7,33,0.1,0.2,,,,0.1,,-2.1,-2
125216,663731,"Connor Kaiser",28,2025,"AZ",9,47.3,16,0,0.2,0,,,0,,0,0
125363,680577,"DaShawn Keirsey Jr.",28,2025,"MIN",61,250.7,93,0,0,,33,0,0,0,0,0
125796,663568,"Stephen Kolek",28,2025,,19,112.7,4,0,-0.3,,,,0,,0,0
125864,663804,"Jackson Kowar",28,2025,"SEA",15,17,,,,,,,,,0,
126235,663616,"Trevor Larnach",28,2025,"MIN",60,441,192,-4.5,-4.1,,40,-0.001,-3.7,0,0,-3.8
126346,681517,"Kyle Leahy",28,2025,"STL",62,88,9,0,-0.6,,,,0,,0,0
126464,668984,"Casey Legumina",28,2025,"SEA",48,49.7,2,0,0.4,,,,0,,0,0
126844,663604,"Brandon Lockridge",28,2025,,61,360.7,141,0.6,0.6,,31,0.001,0.5,0,0,0.5
127265,663738,"Daniel Lynch IV",28,2025,"KC",57,67.7,11,0,-0.4,,,,0,,0,0
127336,680862,"Willie MacIver",28,2025,"ATH",33,251,7,0,-0.4,,,,0,,-1.3,-1.3
127864,663436,"Davis Martin",28,2025,"CWS",26,142.7,9,0,-0.1,,,,0,,0,0
129503,680911,"Owen Miller",28,2025,"COL",6,39,13,0.1,0.5,1.7,,,0.1,,0,0.1
129840,663796,"Coco Montes",28,2025,"TB",5,26,9,0,-0.1,0,,,0,,0,0
130502,681151,"Jayden Murray",28,2025,"HOU",9,11.7,1,0,-0.3,,,,0,,0,0
131575,681546,"James Outman",28,2025,,56,354.7,141,0.3,0.5,,8,-0.001,0.2,0,0,0.2
131734,680700,"Richie Palacios",28,2025,"TB",12,81,33,-0.1,-0.6,0,1,0.001,-0.1,0,0,-0.1
133178,676571,"PJ Poulin",28,2025,"WSH",28,24.7,5,0,-0.3,,,,0,,0,0
133509,663728,"Cal Raleigh",28,2025,"SEA",121,1072,25,0.2,1.1,,,,0.1,,10.8,10.9
135171,680701,"John Rooney",28,2025,"HOU",1,1.3,,,,,,,,,0,
135847,676742,"Cam Sanders",28,2025,"PIT",6,6.7,,,,,,,,,0,
135865,680704,"Nick Sandlin",28,2025,"TOR",19,16.3,1,0,-0.1,,,,0,,0,0
136273,682177,"Daniel Schneemann",28,2025,"CLE",124,933.3,305,0.3,0.1,1.4,21,-0.002,0.2,0,0,0.2
136321,680474,"Max Schuemann",28,2025,"ATH",94,500.3,181,0.2,0.1,-0.5,7,0,0.1,0,0,0.1
136522,663584,"Hayden Senger",28,2025,"NYM",31,195.3,9,0,0,,,,0,,1,1
136826,663767,"Chase Shugart",28,2025,"PIT",35,45,5,0,-0.5,,1,0,0,0,0,0
137001,663903,"Brady Singer",28,2025,"CIN",32,169.7,19,0,-0.3,,,,0,,0,0
137014,681895,"Evan Sisk",28,2025,,19,17.7,3,0,0.4,,,,0,,0,0
137044,669373,"Tarik Skubal",28,2025,"DET",31,195.3,17,0,0.1,,,,0,,0,0
137796,670276,"Cal Stevenson",28,2025,"PHI",5,14.7,5,0,-1.1,,3,0.001,0,0,0,0
138003,667690,"C.J. Stubbs",28,2025,"WSH",1,9,1,0,0.1,,,,0,,0,0
139799,679631,"Terrin Vavra",28,2025,"BAL",1,2,,,,,,,,,0,
140000,663837,"Matt Vierling",28,2025,"DET",29,206,97,-0.1,-0.1,,4,-0.004,-0.1,0,0,-0.1
140051,681584,"David Villar",28,2025,"SF",8,53,11,0,0.2,0,1,0,0,0,0,0
140232,663362,"Matt Waldron",28,2025,"SD",1,4.7,1,0,-0.1,,,,0,,0,0
141201,664991,"Grant Wolfram",28,2025,"BAL",21,26.7,2,0,0.1,,,,0,,0,0
141739,683232,"Nick Mears",28,2025,"MIL",63,56.7,5,0,0.1,,,,0,,0,0
142702,684320,"Yariel Rodríguez",28,2025,"TOR",66,73,7,0,0.1,,,,0,,0,0
143767,686654,"Ty Adcock",28,2025,"NYM",3,3,,,,,,,,,0,
144071,687478,"Cam Devanney",28,2025,"PIT",14,94,25,-0.2,-0.9,0,,,-0.1,,0,-0.1
144613,686993,"Justin Sterner",28,2025,"ATH",59,65,5,0,0.1,,,,0,,0,0
144653,687003,"Brian Van Belle",28,2025,"TB",4,8.3,,,,,,,,,0,
144877,687859,"Troy Johnston",28,2025,"MIA",38,246,70,0.1,0.4,-0.4,,,0.1,,0,0.1
144894,687911,"Bryan King",28,2025,"HOU",68,68,5,0,0,,,,0,,0,0
144917,687922,"Easton Lucas",28,2025,"TOR",6,24.3,4,0,0,,,,0,,0,0
145142,687888,"Brandon Walter",28,2025,"HOU",9,53.7,5,0,0,,,,0,,0,0
145666,688760,"Blaine Crim",28,2025,,17,142,20,-0.1,-0.4,-2.4,,,-0.1,,0,-0.1
147180,688297,"Chris Roycroft",28,2025,"STL",20,20.7,1,0,-0.1,,,,0,,0,0
148420,692024,"Alex Carrillo",28,2025,"NYM",3,4.7,,,,,,,,,0,
149123,699911,"Dugan Darnell",28,2025,"COL",9,11.7,2,0,0.4,,,,0,,0,0
101582,624133,"Ranger Suárez",29,2025,"PHI",26,157.3,22,-0.1,-0.5,,,,-0.1,,0,-0.1
102110,620443,"Luis Torrens",29,2025,"NYM",88,643.3,14,0,-0.2,,,,0,,5.3,5.3
102119,620454,"José Castillo",29,2025,,29,32,3,0,-0.3,,,,0,,0,0
102202,624641,"Edmundo Sosa",29,2025,"PHI",84,608,208,0.2,0,0,4,0,0.1,0,0,0.1
102464,640492,"José Azocar",29,2025,,9,52,20,0,-0.4,,8,0.003,0,0,0,0
102482,640902,"Jhonny Pereda",29,2025,,29,196,9,0,-0.1,,,,0,,-0.9,-0.9
102491,641154,"Pablo López",29,2025,"MIN",14,75.7,7,0,-0.1,,,,0,,0,0
102514,641343,"Jake Bauers",29,2025,"MIL",64,408,101,-1,-1.8,-0.1,13,-0.002,-0.8,0,0,-0.8
102519,641355,"Cody Bellinger",29,2025,"NYY",151,1321.7,497,14.1,4.9,0,90,0,11.7,0,0,11.7
102632,641745,"Brad Keller",29,2025,"CHC",68,69.7,9,0,-0.4,,,,0,,0,0
102644,641793,"Zack Littell",29,2025,,32,186.7,17,0,0.3,,,,0,,0,0
102876,642350,"Jose Siri",29,2025,"NYM",14,95,30,0,0.2,,4,0.001,0,0,0,0
103030,642520,"Gerson Garabito",29,2025,"TEX",3,8,,,,,,,,,0,
103056,642547,"Freddy Peralta",29,2025,"MIL",33,176.7,9,0,0.1,,,,0,,0,0
103196,642701,"Dennis Santana",29,2025,"PIT",70,70.3,7,0,-0.8,,,,0,,0,0
103203,642708,"Amed Rosario",29,2025,,57,371.7,110,-2.4,-2.4,-3.5,1,-0.006,-1.7,0,0,-1.7
103209,642715,"Willy Adames",29,2025,"SF",158,1389.7,471,3,0.7,0,1,-0.001,2.2,0,0,2.2
103225,642731,"Thairo Estrada",29,2025,"COL",39,336,107,-1.8,-1.7,-2,,,-1.3,,0,-1.3
103251,642759,"Julian Fernández",29,2025,,4,5,2,0,-0.1,,,,0,,0,0
104002,645261,"Sandy Alcantara",29,2025,"MIA",31,174.7,15,0,0,,,,0,,0,0
104324,650671,"José Quijada",29,2025,"LAA",2,1.3,,,,,,,,,0,
104730,656240,"Scott Blewett",29,2025,,26,44.3,2,0,0.3,,,,0,,0,0
104779,656427,"Jack Flaherty",29,2025,"DET",31,161,17,0,0,,,,0,,0,0
104805,656550,"Grant Holmes",29,2025,"ATL",22,115,9,0,0.4,,,,0,,0,0
104814,656577,"Alex Jackson",29,2025,"BAL",36,249.7,9,0,0,,,,0,,0.1,0.1
104816,656605,"Mitch Keller",29,2025,"PIT",32,176.3,16,-0.2,-1.3,,,,-0.1,,0,-0.1
104824,656629,"Michael Kopech",29,2025,"LAD",14,11,,,,,,,,,0,
104914,657006,"Justin Steele",29,2025,"CHC",4,22.7,2,0,0,,,,0,,0,0
104926,657041,"Lane Thomas",29,2025,"CLE",38,290.3,130,0.4,0.5,,27,0.004,0.3,0.1,0,0.4
104930,657053,"Touki Toussaint",29,2025,"LAA",1,2,,,,,,,,,0,
104938,657077,"Alex Verdugo",29,2025,"ATL",54,426.3,154,-2.5,-2.8,,45,-0.001,-2.1,0,0,-2.1
105420,656537,"Derek Hill",29,2025,,54,330,138,4.3,4.7,,34,0.002,3.6,0.1,0,3.6
105466,660896,"Jorge Alcala",29,2025,,56,55,12,0,-0.5,,,,0,,0,0
105559,660825,"Eduard Bazardo",29,2025,"SEA",73,78.7,4,0,-0.4,,,,0,,0,0
105703,656302,"Dylan Cease",29,2025,"SD",32,168,19,0,-0.1,,,,0,,0,0
105831,660853,"Enyel De Los Santos",29,2025,,65,66,5,0,-0.1,,1,0,0,0,0,0
106516,664294,"Dauri Moreta",29,2025,"PIT",18,16.7,1,0,-0.3,,,,0,,0,0
106610,663978,"Chris Paddack",29,2025,,33,158,13,0.1,1,,,,0.1,,0,0.1
106750,656896,"Emmanuel Rivera",29,2025,"BAL",37,268.7,70,0,0,-0.2,,,0,,0,0
106851,665665,"Reiver Sanmartin",29,2025,"CIN",1,1.7,,,,,,,,,0,
107537,670092,"Trenton Brooks",29,2025,"SD",2,5,5,0,-0.4,,,,0,,0,0
107930,669720,"Austin Hays",29,2025,"CIN",61,507.3,191,4.6,4.2,,20,0.003,3.8,0.1,0,3.9
107971,670059,"Colin Holderman",29,2025,"PIT",24,25.7,1,0,-0.5,,,,0,,0,0
108028,669288,"Daniel Johnson",29,2025,,24,131.7,52,0.4,1.5,,6,-0.009,0.3,-0.1,0,0.3
108116,663992,"Richard Lovelady",29,2025,,10,11.7,2,0,0.5,,,,0,,0,0
108119,663993,"Nathaniel Lowe",29,2025,,146,1235.3,233,-0.2,-0.1,-2.5,1,0,-0.1,0,0,-0.1
108175,670156,"Miles Mastrobuoni",29,2025,"SEA",63,363.7,115,-0.1,0,-0.7,27,-0.002,0,0,0,-0.1
108886,668678,"Zac Gallen",29,2025,"AZ",33,192,16,0,-0.4,,,,0,,0,0
108953,665152,"Dean Kremer",29,2025,"BAL",31,171.7,13,0,0.1,,,,0,,0,0
108959,669674,"Sam Long",29,2025,"KC",39,40.3,6,0,-0.3,,,,0,,0,0
109009,641943,"Joshua Palacios",29,2025,"CWS",47,296.3,119,-0.3,-0.4,,47,-0.002,-0.2,-0.1,0,-0.4
109130,672335,"Cionel Pérez",29,2025,"BAL",19,21.7,5,0,-0.3,,,,0,,0,0
109162,670770,"TJ Friedl",29,2025,"CIN",149,1295,538,-7.5,-2.1,,90,-0.003,-6.2,-0.2,0,-6.5
109294,656180,"Riley Adams",29,2025,"WSH",81,643.3,20,0,0.2,,,,0,,-5.7,-5.7
109456,674370,"Osvaldo Bido",29,2025,"ATH",26,79.7,4,0,0.1,,,,0,,0,0
109483,656248,"Sean Bouchard",29,2025,"COL",20,111,41,-0.3,-1.4,0,17,-0.003,-0.2,0,0,-0.3
109519,669394,"Jake Burger",29,2025,"TEX",91,756.7,164,0.2,0.1,3,,,0.1,,0,0.1
109602,676391,"Ernie Clement",29,2025,"TOR",154,1265.3,441,3.8,1,1.8,3,-0.024,2.7,-0.1,0,2.7
109642,676680,"Tom Cosgrove",29,2025,"CHC",2,4,1,0,0.3,,,,0,,0,0
109801,656413,"Stuart Fairchild",29,2025,"ATL",20,105.7,49,-0.1,-0.6,,9,0.011,-0.1,0.1,0,0
109808,676534,"Calvin Faucher",29,2025,"MIA",65,60.3,10,0,0.5,,,,0,,0,0
109835,670102,"Bowden Francis",29,2025,"TOR",14,64,3,0,-0.3,,,,0,,0,0
109868,676395,"Robert Garcia",29,2025,"TEX",71,64,7,0,-0.8,,,,0,,0,0
109892,656458,"Lucas Gilbreath",29,2025,"COL",1,1,,,,,,,,,0,
109933,656484,"Tristan Gray",29,2025,"TB",27,194,58,0,0,-1.2,,,0,,0,0
109945,674944,"Sean Guenther",29,2025,"DET",9,10.3,1,0,-0.1,,,,0,,0,0
110022,676551,"Brewer Hicklen",29,2025,"DET",1,9,4,0,-0.3,,2,0.001,0,0,0,0
110092,669369,"Bryce Johnson",29,2025,"SD",52,217.7,74,-0.3,-0.5,,1,0,-0.2,0,0,-0.2
110106,667452,"Corey Julks",29,2025,"CWS",5,32,13,0,0,,,,0,,0,0
110107,676083,"Janson Junk",29,2025,"MIA",21,110,12,0,-0.1,,,,0,,0,0
110167,656641,"Jacob Latz",29,2025,"TEX",33,85.7,2,0,-0.1,,,,0,,0,0
110259,656686,"Corbin Martin",29,2025,"BAL",17,18,4,0,-1,,,,0,,0,0
110284,676755,"Isaac Mattson",29,2025,"PIT",44,47.7,5,0,-0.4,,,,0,,0,0
110297,670766,"Darren McCaughan",29,2025,"MIN",3,5.3,,,,,,,,,0,
110358,676694,"Jake Meyers",29,2025,"HOU",103,844,320,12.2,5.8,,70,-0.002,10.1,-0.1,0,10
110406,669212,"Eli Morgan",29,2025,"CHC",7,7.3,3,0,-0.1,,,,0,,0,0
110424,667472,"Dane Myers",29,2025,"MIA",102,752.7,348,-6.4,-2.9,,74,0.003,-5.3,0.3,0,-5.1
110445,676116,"Ryan Noda",29,2025,,17,110,33,0,0.1,0.7,,,0,,0,0
110454,673380,"Dedniel Núñez",29,2025,"NYM",10,9.7,,,,,,,,,0,
110622,675919,"Nick Raquet",29,2025,"STL",2,2,,,,,,,,,0,
110808,657756,"Connor Seabold",29,2025,,7,10.3,1,0,0.3,,,,0,,0,0
110810,676664,"JP Sears",29,2025,,27,135.7,10,0.1,1.2,,,,0.1,,0,0.1
110836,657757,"Gavin Sheets",29,2025,"SD",77,578.3,171,-2.6,-2.6,-0.2,26,0.006,-2.1,0.2,0,-2
110857,656976,"Pavin Smith",29,2025,"AZ",36,283.3,61,-0.3,-0.6,-2.4,,,-0.2,,0,-0.2
110859,676092,"Collin Snider",29,2025,"SEA",24,26.3,3,0,-0.3,,,,0,,0,0
110964,676701,"Alan Trejo",29,2025,"COL",14,114,50,-0.1,-0.2,0,,,-0.1,,0,-0.1
111074,676724,"Jared Young",29,2025,"NYM",3,5.3,1,0,0.5,,2,0.001,0,0,0,0
111116,656557,"Tanner Houck",29,2025,"BOS",9,43.7,4,0,-0.4,,,,0,,0,0
111133,641927,"Bailey Ober",29,2025,"MIN",27,146.3,12,0,-0.4,,,,0,,0,0
111161,657136,"Connor Wong",29,2025,"BOS",62,455,15,0,0.1,,1,0.001,0,0,-0.9,-0.9
111164,656638,"Alex Lange",29,2025,"DET",1,1,,,,,,,,,0,
111244,656849,"David Peterson",29,2025,"NYM",30,168.7,23,0.1,0.6,,,,0.1,,0,0.1
111276,676477,"Garrett Whitlock",29,2025,"BOS",62,72,3,0,-1.5,,,,0,,0,0
111290,657376,"Clarke Schmidt",29,2025,"NYY",14,78.7,9,0,0.3,,,,0,,0,0
111294,656288,"Griffin Canning",29,2025,"NYM",16,76.3,12,0,-0.3,,,,0,,0,0
112533,682183,"Drew Avans",29,2025,,7,43,24,-0.2,-1.4,,10,0,-0.2,0,0,-0.2
113203,663941,"Tristan Beck",29,2025,"SF",31,56.7,4,0,-0.1,,,,0,,0,0
113690,656234,"Jake Bird",29,2025,,48,55.3,3,0,-0.3,,,,0,,0,0
114350,681146,"Jonah Bride",29,2025,,35,213,57,-0.1,-0.3,-0.2,,,-0.1,,0,-0.1
116408,665019,"Kody Clemens",29,2025,,110,827,262,-0.2,-0.1,-0.8,12,-0.001,-0.2,0,0,-0.2
116775,664351,"Luis Contreras",29,2025,"HOU",9,12,1,0,0.4,,,,0,,0,0
118876,681869,"Shawn Dubin",29,2025,,30,33.7,2,0,-0.4,,,,0,,0,0
121137,681508,"Mickey Gasper",29,2025,"MIN",28,158.7,12,0,-0.2,0,2,0,0,0,-1.8,-1.8
123186,680737,"Michael Helman",29,2025,"TEX",36,260.7,119,0.6,0.8,0,,,0.5,,0,0.5
123751,682274,"Yaramil Hiraldo",29,2025,"BAL",18,19.7,3,0,-0.8,,,,0,,0,0
123933,663947,"Tyler Holton",29,2025,"DET",70,78.7,9,0,0,,,,0,,0,0
125523,673490,"Ha-Seong Kim",29,2025,,48,404,125,-0.5,-0.4,0.3,,,-0.4,,0,-0.4
127578,663968,"Jake Mangum",29,2025,"TB",116,933.3,357,12.6,5.7,,48,-0.001,10.5,0,0,10.4
128329,673513,"Yuki Matsui",29,2025,"SD",61,63.3,4,0,-0.1,,,,0,,0,0
128959,656731,"Tylor Megill",29,2025,"NYM",14,68.3,6,0,-0.4,,,,0,,0,0
133136,682515,"Logan Porter",29,2025,"SF",5,22.7,1,0,-0.2,,,,0,,0,0
133756,656876,"Drew Rasmussen",29,2025,"TB",31,150,12,0,0,,,,0,,0,0
135535,657746,"Joe Ryan",29,2025,"MIN",31,171,13,0,-0.4,,,,0,,0,0
135620,663967,"César Salazar",29,2025,"HOU",9,35,1,0,-0.2,,,,0,,0.1,0.1
137713,683021,"Michael Stefanic",29,2025,"TOR",9,58,17,0,0.2,-0.3,,,0,,0,0
139955,681911,"Alex Vesia",29,2025,"LAD",68,59.7,6,0,-0.1,,,,0,,0,0
140256,676254,"Ryan Walker",29,2025,"SF",68,61.3,7,0.1,1,,,,0.1,,0,0.1
140382,681810,"Austin Warren",29,2025,"NYM",5,9.3,,,,,,,,,0,
141107,642216,"Allan Winans",29,2025,"NYY",3,9.3,1,0,-0.3,,,,0,,0,0
147067,688497,"Taylor Rashi",29,2025,"AZ",10,16.3,,,,,,,,,0,
69600,606115,"Orlando Arcia",30,2025,,73,511.7,143,-1.1,-0.8,-1.9,,,-0.8,,0,-0.8
70342,547001,"Cody Poteet",30,2025,"BAL",1,2.7,,,,,,,,,0,
70619,608348,"Carson Kelly",30,2025,"CHC",105,864,24,-0.1,-0.4,,,,-0.1,,-5.1,-5.2
100261,608337,"Lucas Giolito",30,2025,"BOS",26,145,6,0,-0.6,,,,0,,0,0
100273,608566,"Germán Márquez",30,2025,"COL",26,126.3,4,0,-0.4,,,,0,,0,0
100349,609280,"Miguel Andujar",30,2025,,62,489.7,142,-3.8,-4.2,-1.6,23,0.001,-3.1,0,0,-3
100368,612434,"Miguel Castro",30,2025,"CWS",6,6,1,0,-0.1,,,,0,,0,0
100408,614179,"José Ruiz",30,2025,,18,16.3,4,0,-0.3,,,,0,,0,0
100502,621043,"Carlos Correa",30,2025,,143,1198.7,382,-7.1,-2,-9.3,1,-0.001,-5.1,0,0,-5.1
100568,621237,"José Alvarado",30,2025,"PHI",28,26,2,0,-0.6,,,,0,,0,0
100854,622379,"Luis F. Castillo",30,2025,"SEA",2,7,2,0,0.6,,,,0,,0,0
100957,622503,"Nabil Crismatt",30,2025,"AZ",8,34,4,0,-0.4,,,,0,,0,0
100988,622534,"Manuel Margot",30,2025,"DET",6,41.3,16,0,0.5,,6,-0.006,0,0,0,0
101008,622554,"Seranthony Domínguez",30,2025,,67,62.7,1,0,-0.3,,,,0,,0,0
101060,622608,"Antonio Senzatela",30,2025,"COL",30,130,18,0,0.3,,,,0,,0,0
101165,622761,"Jorge Mateo",30,2025,"BAL",30,212,80,0.3,0.6,-0.5,6,0,0.3,0,0,0.3
101190,622786,"Jesus Tinoco",30,2025,"MIA",20,19.3,3,0,-0.5,,,,0,,0,0
101568,623993,"Anthony Santander",30,2025,"TOR",23,182,65,-0.7,-1.7,,23,-0.002,-0.6,0,0,-0.6
101603,624413,"Pete Alonso",30,2025,"NYM",160,1403,305,-1.9,-0.7,0.3,,,-1.4,,0,-1.4
101605,624415,"Cavan Biggio",30,2025,"KC",24,136.3,40,0,-0.1,0,11,-0.001,0,0,0,0
101630,624512,"Reese McGuire",30,2025,"CHC",44,336.3,8,0,-0.2,,,,0,,1.4,1.4
101631,624513,"Dom Nuñez",30,2025,"CLE",2,17,,,,,,,,,0,0
101993,640451,"Hunter Harvey",30,2025,"KC",12,10.7,,,,,,,,,0,
102434,640459,"Brian Navarreto",30,2025,"MIA",8,36,2,0,0.2,,,,0,,0.1,0.1
102555,641482,"Nestor Cortes",30,2025,,8,34.3,3,0,-0.1,,,,0,,0,0
102559,641487,"J.P. Crawford",30,2025,"SEA",157,1384.7,449,-2.9,-0.7,-7,,,-2.1,,0,-2.1
102606,641645,"Luis Guillorme",30,2025,"HOU",12,58,17,-0.1,-0.4,-0.8,,,-0.1,,0,-0.1
102612,641680,"Jonah Heim",30,2025,"TEX",96,800.3,31,0.2,0.5,,,,0.1,,1.6,1.7
102652,641816,"Tyler Mahle",30,2025,"TEX",16,86.7,15,0,0.1,,,,0,,0,0
102667,641856,"Billy McKinney",30,2025,"TEX",5,40,17,0,-0.5,,,,0,,0,0
102668,641857,"Ryan McMahon",30,2025,,154,1265,431,2.7,0.7,4.4,1,0,1.9,0,0,1.9
102704,641933,"Tyler O'Neill",30,2025,"BAL",39,322,150,-3.4,-3.9,,46,0.002,-2.8,0.1,0,-2.7
102745,642086,"Dominic Smith",30,2025,"SF",53,414.7,100,-0.6,-0.7,0,,,-0.4,,0,-0.4
102751,642100,"Gabe Speier",30,2025,"SEA",76,62,4,0,-0.1,,,,0,,0,0
102764,642133,"Rowdy Tellez",30,2025,,98,650.7,131,-0.7,-0.5,-1.7,,,-0.5,,0,-0.5
102779,642180,"Tyler Wade",30,2025,"SD",53,297,123,-1,-1.2,0.2,30,0.002,-0.8,0.1,0,-0.8
102785,642207,"Devin Williams",30,2025,"NYY",67,62,3,0,-0.1,,,,0,,0,0
102921,642397,"Gregory Soto",30,2025,,70,60.3,7,0,-0.4,,,,0,,0,0
103038,642528,"Jonathan Loáisiga",30,2025,"NYY",30,29.7,8,0,0.3,,,,0,,0,0
103091,642585,"Félix Bautista",30,2025,"BAL",35,34.7,1,0,-0.4,,,,0,,0,0
103355,643289,"Mauricio Dubón",30,2025,"HOU",133,960.7,322,2.1,0.9,0.9,13,-0.003,1.6,0,0,1.6
103405,643376,"Danny Jansen",30,2025,,93,739.3,21,0,-0.1,,,,0,,-1.2,-1.2
103420,643396,"Isiah Kiner-Falefa",30,2025,,137,1100.7,358,2.7,0.9,-1.3,,,1.9,,0,1.9
103625,644433,"Chadwick Tromp",30,2025,,8,55.3,1,0,1,,,,0,,-0.1,-0.1
104899,656945,"Tanner Scott",30,2025,"LAD",61,57,2,0,-0.1,,,,0,,0,0
105147,657656,"Ramón Laureano",30,2025,,120,975,374,-3.6,-1.6,,67,0.006,-3,0.4,0,-2.6
105432,660162,"Yoán Moncada",30,2025,"LAA",76,593.3,174,-3.2,-2.1,-6.2,,,-2.3,,0,-2.3
105437,664023,"Ian Happ",30,2025,"CHC",146,1274.3,487,16.1,5.8,,90,0.001,13.4,0.1,0,13.5
105439,656775,"Cedric Mullins",30,2025,,130,1064.3,461,0,0,,102,-0.006,0,-0.6,0,-0.6
105472,641302,"Tyler Alexander",30,2025,,52,97.7,15,0,0.5,,,,0,,0,0
105574,643217,"Andrew Benintendi",30,2025,"CWS",69,564.3,253,-4,-2.8,,43,-0.003,-3.3,-0.1,0,-3.5
105993,664034,"Ty France",30,2025,,124,977.7,206,2.4,1.3,3,,,1.7,,0,1.7
106129,664854,"Ryan Helsley",30,2025,,58,56,5,0,0.3,,,,0,,0,0
106145,664353,"José Urquidy",30,2025,"DET",2,2.3,,,,,,,,,0,
106294,664875,"Justin Lawrence",30,2025,"PIT",17,17.7,,,,,,,,,0,
106346,664770,"Nathan Lukes",30,2025,"TOR",131,909.3,356,-4.7,-2.1,,36,0.002,-3.9,0.1,0,-3.8
106490,664948,"Anthony Misiewicz",30,2025,"MIN",5,4.7,,,,,,,,,0,
106667,623465,"Evan Phillips",30,2025,"LAD",7,5.7,1,0,-0.3,,,,0,,0,0
106969,664702,"Myles Straw",30,2025,"TOR",133,700.3,275,7.7,4.3,0,52,0.002,6.4,0.1,0,6.5
107174,621111,"Walker Buehler",30,2025,,26,126,14,0,-0.4,,,,0,,0,0
107194,640454,"Matt Krook",30,2025,"ATH",3,3.3,1,0,-0.1,,,,0,,0,0
107284,664040,"Brandon Lowe",30,2025,"TB",123,1034.3,332,-8,-2.5,-11.3,3,0,-5.8,0,0,-5.8
107438,669199,"Lake Bachar",30,2025,"MIA",53,71,6,0,0,,,,0,,0,0
107441,641329,"Bryan Baker",30,2025,,73,68.7,4,0,-0.3,,,,0,,0,0
107467,670280,"David Bednar",30,2025,,64,62.7,,,,,,,,,0,
107522,641386,"Ben Bowden",30,2025,"ATH",11,10.7,,,,,,,,,0,
107554,669203,"Corbin Burnes",30,2025,"AZ",11,64.3,7,0,-0.4,,,,0,,0,0
107566,669743,"Alex Call",30,2025,,98,671.3,270,2,1.2,,79,-0.001,1.7,-0.1,0,1.6
107636,650644,"Aaron Civale",30,2025,,23,102,2,0,-0.1,,,,0,,0,0
107752,669242,"Tommy Edman",30,2025,"LAD",96,805.3,265,3.5,1.5,1.1,18,0.005,2.6,0.1,0,2.7
107762,668674,"Lucas Erceg",30,2025,"KC",61,61.3,8,0,-0.5,,,,0,,0,0
107783,666023,"Freddy Fermin",30,2025,,102,804.3,27,0,0.2,,,,0,,3.2,3.2
107811,641584,"Jake Fraley",30,2025,,68,482,215,2.6,2,,64,-0.008,2.2,-0.5,0,1.7
107918,641656,"Ian Hamilton",30,2025,"NYY",36,40,5,0,-0.1,,,,0,,0,0
107920,641658,"Garrett Hampson",30,2025,,55,236,97,0.3,0.4,-3,3,-0.001,0.3,0,0,0.3
107951,663321,"Nick Hernandez",30,2025,"HOU",10,10.7,,,,,,,,,0,
107983,669450,"Cooper Hummel",30,2025,,29,188.3,69,-1.7,-4.5,,4,-0.01,-1.4,0,0,-1.5
108053,650633,"Michael King",30,2025,"SD",15,73.3,7,0,-0.4,,,,0,,0,0
108059,668800,"Andrew Knizner",30,2025,"SF",32,234,8,0,0.7,,,,0,,-0.2,-0.2
108089,669276,"Dylan Lee",30,2025,"ATL",74,68.3,7,0,0,,,,0,,0,0
108112,670032,"Nicky Lopez",30,2025,,18,70.3,22,0,-0.3,-0.7,2,0.001,0,0,0,0
108169,661527,"Seth Martinez",30,2025,"MIA",6,6.7,1,0,0,,,,0,,0,0
108278,669221,"Sean Murphy",30,2025,"ATL",76,633,16,0,0,,,,0,,5.8,5.8
108430,615698,"Cal Quantrill",30,2025,,26,117.7,13,-0.1,-0.9,,,,-0.1,,0,-0.1
108437,670042,"Luke Raley",30,2025,"SEA",66,449,122,0.2,0.2,0,19,0.005,0.2,0.1,0,0.3
108483,642020,"Chuckie Robinson",30,2025,"LAD",1,7,,,,,,,,,0,0
