Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"J.D. Martinez","DET","RF",1027.1,,,,,-4,0,-18,,-22,-2.6897499561309814,,-7.834889888763428,-2.6385999098420143,-13.163250207901001,-18.1813253654732,,-11,-12,-17.688178637997275,"J.D. Martinez",6184,502110
"Matt Kemp","SDP","RF",827.1,,,,,-1,-1,-4,,-6,-0.18490499258041382,,-4.121600151062012,0.2893420085310936,-4.017164885997772,-6.2524780209965245,,-12,-14,-18.09654699219185,"Matt Kemp",5631,461314
"Joey Votto","CIN","1B",1342,,,,-1,,-2,-9,,-12,,-0.5834800004959106,-2.575890064239502,-0.6566630601882935,-3.816029906272888,-3.56588410273675,,-9,-8,-18.469619770098184,"Joey Votto",4314,458015
"Eric Hosmer","KCR","1B",1351,,,,0,,4,-7,,-2,,-0.3949269950389862,-7.94743013381958,3.421751022338867,-4.9206070601940155,-3.547152012509812,,-9,-7,-18.74791959272082,"Eric Hosmer",3516,543333
"Neftalí Feliz","PIT","P",53.2,-0.5112760066986084,,0,,,0,1,,1,,,,,,,0.25,,,,"Neftali Feliz",18,491703
"Xavier Cedeño","TBR","P",41.1,0.4931190013885498,,0,,,0,0,,0,,,,,,,0.3100000023841858,,,,"Xavier Cedeno",36,458584
"Zach Phillips","PIT","P",6.2,0.10339300334453583,,0,,,0,-1,,-1,,,,,,,0.029999999329447746,,,,"Zach Phillips",99,452061
"Bartolo Colon","NYM","P",191.2,0.9942939877510071,,2,,,0,5,,7,,,,,,,2.6500000953674316,,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY","P",179.2,0.566169023513794,,0,,,-1,1,,-2,,,,,,,0.5799999833106995,,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -","P",65.1,-0.20207699574530125,,0,,,0,-2,,-2,,,,,,,0.09000000357627869,,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -","P",59,-0.5438970029354095,,0,,,0,1,,1,,,,,,,0.4999999813735485,,,,"Jason Grilli",521,276351
"Kyle Lohse","TEX","P",9.1,0.1629280000925064,,0,,,0,0,,0,,,,,,,-0.23999999463558197,,,,"Kyle Lohse",739,346798
"Scott Carroll","CHW","P",2.1,-0.015994999557733536,,0,,,0,0,,0,,,,,,,-0.03999999910593033,,,,"Scott Carroll",888,453222
"Ryan Vogelsong","PIT","P",82.1,1.5240800380706787,,0,,,0,-1,,-1,,,,,,,0.6899999976158142,,,,"Ryan Vogelsong",1011,285064
"Jake Peavy","SFG","P",118.2,0.84517502784729,,1,,,0,0,,1,,,,,,,1.809999942779541,,,,"Jake Peavy",1051,408241
"Marco Estrada","TOR","P",176,2.220089912414551,,-1,,,0,1,,0,,,,,,,1.9800000190734863,,,,"Marco Estrada",1118,462136
"Joe Nathan","- - -","P",6.1,-0.008679000660777092,,0,,,0,0,,0,,,,,,,0.1099999975413084,,,,"Joe Nathan",1122,150274
"Jerome Williams","STL","P",17.1,0.009664000011980534,,0,,,0,1,,1,,,,,,,-0.029999999329447746,,,,"Jerome Williams",1137,425532
"Tommy Hunter","- - -","P",34,-0.1339699998497963,,0,,,0,-1,,-1,,,,,,,-0.009999999776482582,,,,"Tommy Hunter",1157,488984
"R.A. Dickey","TOR","P",169.2,1.226539969444275,,2,,,0,5,,7,,,,,,,1.3600000143051147,,,,"R.A. Dickey",1245,285079
"Matt Bush","TEX","P",61.2,0.5396190285682678,,0,,,0,2,,3,,,,,,,-0.38999998569488525,,,,"Matt Bush",1246,456713
"Adam Ottavino","COL","P",27,-0.06328299641609192,,0,,,0,0,,0,,,,,,,-0.09000000357627869,,,,"Adam Ottavino",1247,493603
"Colby Lewis","TEX","P",116.1,1.4143199920654297,,1,,,0,0,,1,,,,,,,-0.7300000190734863,,,,"Colby Lewis",1259,407890
"Blake Wood","CIN","P",76.2,-0.37637999653816223,,-1,,,0,-2,,-3,,,,,,,-1.159999966621399,,,,"Blake Wood",1345,502028
"Andrew Bailey","- - -","P",43.2,-0.08771700039505959,,0,,,0,-1,,-1,,,,,,,-0.3800000138580799,,,,"Andrew Bailey",1368,457732
"Joaquín Benoit","- - -","P",48,-0.5072000026702881,,0,,,0,0,,0,,,,,,,-0.22999998927116394,,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC","P",188.1,-0.17850199341773987,,-1,,,0,-2,,-3,,,,,,,1.8200000524520874,,,,"John Lackey",1507,407793
"Oliver Pérez","WSN","P",40,-0.16900299489498138,,0,,,0,0,,0,,,,,,,0.2199999988079071,,,,"Oliver Perez",1514,424144
"Sean Doolittle","OAK","P",39,0.16969099640846252,,1,,,0,0,,1,,,,,,,-0.3400000035762787,,,,"Sean Doolittle",1581,448281
"Francisco Rodríguez","DET","P",58.1,0.5957159996032715,,0,,,0,-1,,-1,,,,,,,-0.5799999833106995,,,,"Francisco Rodriguez",1642,408061
"Javier López","SFG","P",26.2,0.3358690142631531,,0,,,0,1,,1,,,,,,,0.6100000143051147,,,,"Javier Lopez",1663,425657
"Chris Capuano","MIL","P",24,0.032503001391887665,,0,,,0,0,,0,,,,,,,0.03999999910593033,,,,"Chris Capuano",1701,425626
"Chin-hui Tsao","LAD","P",1.2,-0.018709000200033188,,0,,,0,0,,0,,,,,,,0.009999999776482582,,,,"Chin-hui Tsao",1776,425835
"Matt Belisle","WSN","P",46,-0.030830999836325645,,0,,,0,-2,,-2,,,,,,,0.12999999523162842,,,,"Matt Belisle",1837,279571
"Edwin Jackson","- - -","P",84,-0.5782669745385647,,0,,,0,-3,,-3,,,,,,,0.1600000001490116,,,,"Edwin Jackson",1841,429719
"Ryan Madson","OAK","P",64.2,-0.34032300114631653,,-1,,,0,0,,-1,,,,,,,-0.9200000166893005,,,,"Ryan Madson",1852,425492
"Sean Burnett","WSN","P",5.2,-0.06624399870634079,,0,,,0,0,,0,,,,,,,0.019999999552965164,,,,"Sean Burnett",1886,430634
"Matt Moore","- - -","P",198.1,-0.9070310294628143,,1,,,0,-2,,-1,,,,,,,2.1899999380111694,,,,"Matt Moore",1890,519043
"Matt Thornton","SDP","P",17,-0.1413709968328476,,0,,,0,-1,,-1,,,,,,,0.05999999865889549,,,,"Matt Thornton",1918,407819
"Zack Greinke","ARI","P",158.2,0.788407027721405,,1,,,2,2,,6,,,,,,,-0.699999988079071,,0,,"Zack Greinke",1943,425844
"Cory Luebke","PIT","P",8.2,-0.11290200054645538,,0,,,0,0,,0,,,,,,,0.10999999940395355,,,,"Cory Luebke",1984,458537
"Iván Nova","- - -","P",162,0.11294999346137047,,-1,,,0,-2,,-4,,,,,,,0.3799999877810478,,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD","P",149,0.22611600160598755,,0,,,0,0,,0,,,,,,,1.2999999523162842,,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","COL","P",134,-0.8909630179405212,,-2,,,-1,-2,,-7,,,,,,,0.09000000357627869,,,,"Jorge De La Rosa",2047,407822
"Chien-Ming Wang","KCR","P",53.1,-0.009602000005543232,,0,,,0,-1,,-1,,,,,,,-0.6399999856948853,,,,"Chien-Ming Wang",2074,425426
"Adam Loewen","ARI","P",6,-0.15991200506687164,,0,,,0,0,,0,,,,,,,-0.07999999821186066,,,,"Adam Loewen",2134,429400
"Chris Narveson","MIA","P",8.1,-0.12745800614356995,,0,,,0,0,,0,,,,,,,-0.10000000149011612,,,,"Chris Narveson",2141,429780
"Alfredo Simon","CIN","P",58.2,-0.5504379868507385,,0,,,0,-2,,-2,,,,,,,-0.41999998688697815,,,,"Alfredo Simon",2155,430580
"Chad Qualls","COL","P",32.2,0.009212000295519829,,0,,,-1,-1,,-2,,,,,,,0.07999999821186066,,,,"Chad Qualls",2170,430589
"Adam Wainwright","STL","P",198.2,-1.111549973487854,,1,,,0,-2,,-1,,,,,,,1.5800000429153442,,,,"Adam Wainwright",2233,425794
"Blaine Boyer","MIL","P",66,-0.028459999710321426,,0,,,0,-1,,-1,,,,,,,0.23000000417232513,,,,"Blaine Boyer",2237,430641
"Joel Peralta","- - -","P",27.1,0.2512880004942417,,0,,,0,0,,0,,,,,,,-0.549999974668026,,,,"Joel Peralta",2332,407908
"Héctor Rondón","CHC","P",51,0.9410030245780945,,0,,,0,1,,1,,,,,,,0.4300000071525574,,,,"Hector Rondon",2391,444468
"Cory Rasmus","LAA","P",24.2,-0.1394049972295761,,0,,,0,0,,0,,,,,,,-0.10999999940395355,,,,"Cory Rasmus",2413,474284
"Corey Kluber","CLE","P",215,-0.49591299891471863,,2,,,0,1,,3,,,,,,,1.7000000476837158,,,,"Corey Kluber",2429,446372
"Darwin Barney","TOR","P",1,0.017044000327587128,,0,,,0,0,,0,,,,,,,0.009999999776482582,,,,"Darwin Barney",2430,446381
"Eric Surkamp","OAK","P",38.2,-0.41974401473999023,,1,,,0,-2,,-1,,,,,,,-0.7799999713897705,,,,"Eric Surkamp",2540,474668
"Jhoulys Chacín","- - -","P",144,1.1624560058116913,,1,,,0,3,,4,,,,,,,-0.4400000125169754,,,,"Jhoulys Chacin",2608,468504
"Brian Matusz","- - -","P",9,0.11991999670863152,,0,,,0,0,,0,,,,,,,0,,,,"Brian Matusz",2646,451085
"Brett Cecil","TOR","P",36.2,0.1370300054550171,,-1,,,0,-1,,-2,,,,,,,0.3199999928474426,,,,"Brett Cecil",2660,446399
"Joba Chamberlain","CLE","P",20,-0.1613840013742447,,0,,,0,1,,1,,,,,,,0.009999999776482582,,,,"Joba Chamberlain",2692,501955
"Rick Porcello","BOS","P",223,0.6234369874000549,,0,,,-1,0,,-2,,,,,,,0.8299999833106995,,,,"Rick Porcello",2717,519144
"Ross Detwiler","- - -","P",48.2,-0.3284280076622963,,0,,,0,-1,,-1,,,,,,,-0.40999998711049557,,,,"Ross Detwiler",2859,446321
"Santiago Casilla","SFG","P",58,0.9312250018119812,,0,,,0,0,,0,,,,,,,1.100000023841858,,,,"Santiago Casilla",2873,433586
"Luis Avilán","LAD","P",19.2,0.04580700024962425,,0,,,0,0,,-1,,,,,,,0.4000000059604645,,,,"Luis Avilan",2882,501593
"Zach McAllister","CLE","P",52.1,-0.25473400950431824,,-1,,,0,-1,,-2,,,,,,,0.2800000011920929,,,,"Zach McAllister",2895,502083
"Jeff Locke","PIT","P",127.1,-0.29339298605918884,,0,,,0,0,,0,,,,,,,0.6399999856948853,,,,"Jeff Locke",2929,502046
"Josh Ravin","LAD","P",9.2,0.10293299704790115,,0,,,0,0,,0,,,,,,,0.1599999964237213,,,,"Josh Ravin",2951,502051
"Kenley Jansen","LAD","P",68.2,0.1166049987077713,,0,,,0,-1,,-1,,,,,,,1.2000000476837158,,,,"Kenley Jansen",3096,445276
"Tony Watson","PIT","P",67.2,-0.8823400139808655,,-1,,,0,0,,0,,,,,,,0.4099999964237213,,,,"Tony Watson",3132,453265
"Max Scherzer","WSN","P",228.1,-1.0134799480438232,,0,,,0,0,,1,,,,,,,0.8899999856948853,,,,"Max Scherzer",3137,453286
"David Price","BOS","P",230,1.5453499555587769,,1,,,0,1,,3,,,,,,,0.7200000286102295,,,,"David Price",3184,456034
"Will Harris","HOU","P",64,0.16257500648498535,,-2,,,0,-1,,-3,,,,,,,0.6700000166893005,,,,"Will Harris",3192,501789
"Chris Young","KCR","P",88.2,-0.541824996471405,,0,,,0,-1,,-1,,,,,,,-1.2300000190734863,,,,"Chris Young",3196,432934
"Ervin Santana","MIN","P",181.1,-1.1063899993896484,,0,,,1,-1,,0,,,,,,,-2.119999885559082,,,,"Ervin Santana",3200,429722
"Francisco Liriano","- - -","P",163,-0.1018730029463768,,0,,,1,-1,,-1,,,,,,,1.0699999928474426,,,,"Francisco Liriano",3201,434538
"Tyler Ladendorf","OAK","P",1,-0.004370999988168478,,0,,,0,0,,0,,,,,,,-0.019999999552965164,,,,"Tyler Ladendorf",3211,502285
"T.J. McFarland","BAL","P",24.2,-0.01790899969637394,,0,,,0,-1,,-1,,,,,,,-0.019999999552965164,,,,"T.J. McFarland",3237,519008
"Zack Britton","BAL","P",67,0.24105800688266754,,0,,,0,3,,3,,,,,,,-0.1899999976158142,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG","P",203.1,0.24463100731372833,,0,,,0,0,,0,,,,,,,3.869999885559082,,,,"Jeff Samardzija",3254,502188
"Roberto Hernandez","ATL","P",9,0.08330299705266953,,0,,,0,0,,0,,,,,,,-0.1899999976158142,,,,"Roberto Hernandez",3273,433584
"Joe Smith","- - -","P",52,0.38814300298690796,,2,,,0,1,,3,,,,,,,-0.019999995827674866,,,,"Joe Smith",3281,501925
"Aníbal Sánchez","DET","P",153.1,-1.4633899927139282,,-1,,,0,-2,,-3,,,,,,,-1.090000033378601,,,,"Anibal Sanchez",3284,434671
"Chris Hatcher","LAD","P",40.2,-0.2551780045032501,,0,,,0,0,,0,,,,,,,0.9200000166893005,,,,"Chris Hatcher",3299,501822
"Darren O'Day","BAL","P",31,-0.009980999864637852,,0,,,0,0,,0,,,,,,,-0.05999999865889549,,,,"Darren O'Day",3321,503285
"Matt Garza","MIL","P",101.2,0.2937059998512268,,0,,,0,-4,,-4,,,,,,,0.44999998807907104,,,,"Matt Garza",3340,490063
"Cesár Ramos","TEX","P",47.2,0.12133599817752838,,0,,,0,1,,1,,,,,,,-0.6000000238418579,,,,"Cesar Ramos",3357,459987
"Miguel Montero","CHC","P",1.1,-0.050586998462677,,0,,,0,0,,0,,,,,,,0.009999999776482582,,,,"Miguel Montero",3364,471083
"Ubaldo Jiménez","BAL","P",142.1,1.57437002658844,,-3,,,0,-1,,-4,,,,,,,0.12999999523162842,,,,"Ubaldo Jimenez",3374,434622
"Jumbo Díaz","CIN","P",43,-0.4403339922428131,,0,,,0,-1,,-2,,,,,,,-0.5299999713897705,,,,"Jumbo Diaz",3397,471822
"Drew Butera","KCR","P",1.1,-0.005940999835729599,,0,,,0,0,,0,,,,,,,-0.009999999776482582,,,,"Drew Butera",3411,460077
"Danny Duffy","KCR","P",179.2,-0.3957720100879669,,2,,,0,-3,,-1,,,,,,,-1.899999976158142,,,,"Danny Duffy",3542,518633
"Clay Buchholz","BOS","P",139.1,-0.24647599458694458,,1,,,0,-1,,0,,,,,,,0.41999998688697815,,,,"Clay Buchholz",3543,453329
"Carlos Frías","LAD","P",4,-0.07084900140762329,,0,,,0,0,,0,,,,,,,-0.009999999776482582,,,,"Carlos Frias",3547,516910
"Liam Hendriks","OAK","P",64.2,-0.5334650278091431,,-1,,,0,0,,-1,,,,,,,-0.8600000143051147,,,,"Liam Hendriks",3548,521230
"Clayton Richard","- - -","P",67.2,-0.6247060000896454,,0,,,0,-1,,-1,,,,,,,0.75,,,,"Clayton Richard",3551,453385
"Tony Barnette","TEX","P",60.1,-0.11198800057172775,,0,,,0,0,,0,,,,,,,-0.3400000035762787,,,,"Tony Barnette",3555,501817
"Jim Johnson","ATL","P",64.2,-0.23154999315738678,,0,,,0,0,,1,,,,,,,0.12999999523162842,,,,"Jim Johnson",3656,462382
"Logan Ondrusek","BAL","P",6.1,-0.2218479961156845,,0,,,0,0,,0,,,,,,,-0.03999999910593033,,,,"Logan Ondrusek",3677,446185
"Mat Latos","- - -","P",70,-0.4023749940097332,,-1,,,0,0,,0,,,,,,,-1.229999952018261,,,,"Mat Latos",3815,502009
"Ricky Nolasco","- - -","P",197.2,0.5408419966697693,,2,,,0,-1,,1,,,,,,,-1.5800000131130219,,,,"Ricky Nolasco",3830,445060
"Matt Buschmann","ARI","P",4.1,0.01648399978876114,,0,,,0,0,,0,,,,,,,-0.03999999910593033,,,,"Matt Buschmann",3832,501936
"Zach Duke","- - -","P",61,0.5897110179066658,,0,,,0,1,,1,,,,,,,-0.5199999958276749,,,,"Zach Duke",3840,435043
"Brett Oberholtzer","- - -","P",70.1,-0.3126000016927719,,1,,,0,-1,,1,,,,,,,-0.7600000202655792,,,,"Brett Oberholtzer",3855,519085
"Rubby De La Rosa","ARI","P",50.2,-0.43931999802589417,,0,,,0,0,,0,,,,,,,-0.550000011920929,,,,"Rubby De La Rosa",3862,523989
"Gavin Floyd","TOR","P",31,0.17022299766540527,,0,,,0,0,,0,,,,,,,0.3199999928474426,,,,"Gavin Floyd",3886,425856
"Enrique Burgos","ARI","P",41.1,-0.004687000066041946,,-1,,,0,-1,,-1,,,,,,,-0.23999999463558197,,,,"Enrique Burgos",3895,542609
"Casey Fien","- - -","P",39.1,-0.11913899332284927,,0,,,0,0,,0,,,,,,,0.3100000061094761,,,,"Casey Fien",3926,502272
"Matt Magill","CIN","P",4.1,-0.08187399804592133,,0,,,0,0,,0,,,,,,,-0.05999999865889549,,,,"Matt Magill",3950,543483
"Edinson Volquez","KCR","P",189.1,1.4041199684143066,,-1,,,-1,-3,,-4,,,,,,,-2.9700000286102295,,,,"Edinson Volquez",3990,450172
"Enny Romero","TBR","P",45.2,-0.3696419894695282,,0,,,0,1,,1,,,,,,,0.41999998688697815,,,,"Enny Romero",4001,544836
"Yusmeiro Petit","WSN","P",62,0.4804460108280182,,0,,,0,0,,-1,,,,,,,0.27000001072883606,,,,"Yusmeiro Petit",4020,433589
"Héctor Santiago","- - -","P",182,-0.3933660015463829,,1,,,0,1,,1,,,,,,,-1.9399999380111694,,,,"Hector Santiago",4026,502327
"Steve Johnson","SEA","P",16.2,-0.08268900215625763,,0,,,0,0,,0,,,,,,,-0.30000001192092896,,,,"Steve Johnson",4053,489002
"Brian Duensing","BAL","P",13.1,0.009580000303685665,,0,,,0,1,,1,,,,,,,-0.05999999865889549,,,,"Brian Duensing",4064,488846
"Pedro Strop","CHC","P",47.1,0.06461899727582932,,0,,,0,1,,1,,,,,,,0.41999998688697815,,,,"Pedro Strop",4070,467008
"Junichi Tazawa","BOS","P",49.2,0.26104000210762024,,0,,,0,0,,0,,,,,,,-0.029999999329447746,,,,"Junichi Tazawa",4079,547749
"James Russell","PHI","P",4.1,-0.08252900093793869,,0,,,0,0,,0,,,,,,,-0.05999999865889549,,,,"James Russell",4089,460701
"Luke Gregerson","HOU","P",57.2,-0.11250100284814835,,-1,,,0,3,,2,,,,,,,0.5699999928474426,,,,"Luke Gregerson",4090,502381
"Carlos Villanueva","SDP","P",74,0.23744100332260132,,0,,,0,0,,0,,,,,,,0.47999998927116394,,,,"Carlos Villanueva",4138,453646
"Derek Holland","TEX","P",107.1,0.8367900252342224,,1,,,0,0,,1,,,,,,,-0.8799999952316284,,,,"Derek Holland",4141,502706
"Jake Arrieta","CHC","P",197.1,-0.30599498748779297,,-3,,,0,8,,5,,,,,,,2.859999895095825,,,,"Jake Arrieta",4153,453562
"Jered Weaver","LAA","P",178,0.6444519758224487,,-1,,,-1,-1,,-3,,,,,,,-0.800000011920929,,,,"Jered Weaver",4235,450308
"David Huff","LAA","P",5.1,-0.05347700044512749,,0,,,0,0,,-1,,,,,,,-0.029999999329447746,,,,"David Huff",4257,453307
"David Hernandez","PHI","P",72.2,-0.9204949736595154,,0,,,0,0,,0,,,,,,,-0.6299999952316284,,,,"David Hernandez",4259,456696
"Mark Melancon","- - -","P",71.1,0.15257299726363271,,0,,,0,0,,0,,,,,,,0.2599999997764826,,,,"Mark Melancon",4264,453343
"Matt Albers","CHW","P",51.1,-0.06158600002527237,,0,,,0,-3,,-2,,,,,,,-0.9200000166893005,,,,"Matt Albers",4300,458006
"Justin Wilson","DET","P",58.2,-0.48143500089645386,,0,,,0,-1,,-1,,,,,,,-0.44999998807907104,,,,"Justin Wilson",4301,458677
"Tyler Chatwood","COL","P",158,-0.21316100656986237,,1,,,0,-1,,0,,,,,,,0.3799999952316284,,,,"Tyler Chatwood",4338,543022
"Kyle Drabek","ARI","P",2,-0.014189999550580978,,0,,,0,0,,0,,,,,,,-0.009999999776482582,,,,"Kyle Drabek",4359,475138
"Craig Breslow","MIA","P",14,-0.007228999864310026,,1,,,0,0,,1,,,,,,,-0.05000000074505806,,,,"Craig Breslow",4363,444520
"Jeremy Hellickson","PHI","P",189,0.8316010236740112,,-1,,,-1,2,,1,,,,,,,-1.9600000381469727,,,,"Jeremy Hellickson",4371,476451
"Erik Kratz","- - -","P",2,0.05716200079768896,,0,,,0,0,,0,,,,,,,0.029999999329447746,,,,"Erik Kratz",4403,456124
"Jonathon Niese","- - -","P",121,0.3260059952735901,,1,,,0,0,,0,,,,,,,1.2800000458955765,,,,"Jonathon Niese",4424,477003
"Jordan Zimmermann","DET","P",105.1,0.10051099956035614,,0,,,0,1,,2,,,,,,,-1.0099999904632568,,,,"Jordan Zimmermann",4505,519455
"Jason Hammel","CHC","P",166.2,0.21690799295902252,,-1,,,0,2,,1,,,,,,,1.6299999952316284,,,,"Jason Hammel",4538,434628
"Chris Smith","OAK","P",24.2,0.2548860013484955,,0,,,0,0,,0,,,,,,,-0.3199999928474426,,,,"Chris Smith",4544,434672
"Brandon McCarthy","LAD","P",40,-0.3403080105781555,,0,,,0,1,,1,,,,,,,0.9100000262260437,,,,"Brandon McCarthy",4662,435221
"Charlie Morton","PHI","P",17.1,-0.04572800174355507,,0,,,0,0,,0,,,,,,,-0.33000001311302185,,,,"Charlie Morton",4676,450203
"Pat Neshek","HOU","P",47,-0.11563699692487717,,0,,,-1,1,,-1,,,,,,,0.4699999988079071,,,,"Pat Neshek",4682,450212
"Nate Jones","CHW","P",70.2,-0.04207500070333481,,0,,,0,0,,0,,,,,,,-0.7799999713897705,,,,"Nate Jones",4696,518858
"Matt Cain","SFG","P",89.1,-0.27614301443099976,,0,,,0,1,,0,,,,,,,1.2699999809265137,,,,"Matt Cain",4732,430912
"Jonathan Broxton","STL","P",60.2,-0.5351120233535767,,-1,,,0,2,,1,,,,,,,0.27000001072883606,,,,"Jonathan Broxton",4759,455009
"Félix Hernández","SEA","P",153.1,0.9159579873085022,,-1,,,0,0,,-2,,,,,,,-0.8399999737739563,,,,"Felix Hernandez",4772,433587
"Matt Shoemaker","LAA","P",160,0.7069119811058044,,0,,,0,2,,1,,,,,,,-0.6200000047683716,,,,"Matt Shoemaker",4776,533167
"Rich Hill","- - -","P",110.1,-0.4098530113697052,,0,,,0,2,,2,,,,,,,-0.64000004529953,,,,"Rich Hill",4806,448179
"Joe Blanton","LAD","P",80,0.5150189995765686,,-1,,,-1,1,,-1,,,,,,,1.350000023841858,,,,"Joe Blanton",4849,430599
"Mike Montgomery","- - -","P",100,-0.661204993724823,,0,,,0,-1,,-1,,,,,,,-0.4699999988079071,,,,"Mike Montgomery",4869,543557
"Brandon Maurer","SDP","P",69.2,-0.11791399866342545,,0,,,0,0,,0,,,,,,,0.38999998569488525,,,,"Brandon Maurer",4878,543506
"Peter Moylan","KCR","P",44.2,0.11850699782371521,,0,,,0,1,,1,,,,,,,-0.47999998927116394,,,,"Peter Moylan",4891,493247
"Scott Kazmir","LAD","P",136.1,-0.9791970252990723,,0,,,0,1,,1,,,,,,,2.9700000286102295,,,,"Scott Kazmir",4897,431148
"Joe Colón","CLE","P",10,-0.0683550015091896,,0,,,0,1,,1,,,,,,,0.07000000029802322,,,,"Joe Colon",4920,571572
"Jon Lester","CHC","P",202.2,1.8534300327301025,,-2,,,0,3,,1,,,,,,,0.8799999952316284,,,,"Jon Lester",4930,452657
"Fernando Salas","- - -","P",73.2,-0.4332679882645607,,0,,,0,0,,0,,,,,,,-0.03999999165534973,,,,"Fernando Salas",4971,477569
"Cole Hamels","TEX","P",200.2,-0.44303399324417114,,-2,,,0,-2,,-4,,,,,,,-0.949999988079071,,,,"Cole Hamels",4972,430935
"Fernando Abad","- - -","P",46.2,-0.4164140075445175,,0,,,0,1,,2,,,,,,,-0.47999999672174454,,,,"Fernando Abad",4994,472551
"Jake Diekman","TEX","P",53,-0.044206999242305756,,0,,,0,1,,1,,,,,,,-0.5099999904632568,,,,"Jake Diekman",5003,518617
"Bo Schultz","TOR","P",16.1,-0.22041800618171692,,0,,,0,0,,0,,,,,,,0.07999999821186066,,,,"Bo Schultz",5028,544759
"Yohan Flande","COL","P",3.2,-0.048406001180410385,,0,,,0,0,,0,,,,,,,-0.07000000029802322,,,,"Yohan Flande",5057,456071
"Josh Fields","- - -","P",35,0.05356699973344803,,0,,,0,-1,,-1,,,,,,,0.5399999916553497,,,,"Josh Fields",5070,451661
"Franklin Morales","TOR","P",4,-0.0388370007276535,,0,,,0,0,,0,,,,,,,0.05000000074505806,,,,"Franklin Morales",5088,462985
"Scott Diamond","TOR","P",1,-0.005797000136226416,,0,,,0,0,,0,,,,,,,0.009999999776482582,,,,"Scott Diamond",5089,539438
"Jeurys Familia","NYM","P",77.2,0.15233999490737915,,-1,,,0,1,,0,,,,,,,0.8999999761581421,,,,"Jeurys Familia",5114,544727
"Kelvin Marte","PIT","P",3.1,0.007726000156253576,,0,,,0,0,,0,,,,,,,-0.029999999329447746,,,,"Kelvin Marte",5200,517629
"Mike Pelfrey","DET","P",119,-0.9859989881515503,,0,,,0,-2,,-2,,,,,,,-1.2999999523162842,,,,"Mike Pelfrey",5203,460059
"Wade LeBlanc","- - -","P",62,-0.03295699879527092,,0,,,0,0,,0,,,,,,,-0.5400000065565109,,,,"Wade LeBlanc",5221,453281
"Blake Parker","- - -","P",17.1,0.04852599836885929,,0,,,0,0,,0,,,,,,,-0.04000000096857548,,,,"Blake Parker",5224,453284
"Vin Mazzaro","SFG","P",1,0.007852000184357166,,0,,,0,0,,0,,,,,,,0.07999999821186066,,,,"Vin Mazzaro",5231,476570
"Chris Tillman","BAL","P",172,0.0790100023150444,,1,,,0,-1,,0,,,,,,,-0.6800000071525574,,,,"Chris Tillman",5279,501957
"Jose Alvarez","LAA","P",57.1,0.34578898549079895,,0,,,0,1,,0,,,,,,,-0.25,,,,"Jose Alvarez",5358,501625
"Michael Pineda","NYY","P",175.2,0.046491000801324844,,0,,,0,0,,1,,,,,,,0.10999999940395355,,,,"Michael Pineda",5372,501381
"Brad Peacock","HOU","P",31.2,-0.3228450119495392,,0,,,0,0,,0,,,,,,,0.5,,,,"Brad Peacock",5401,502748
"Pedro Báez","LAD","P",74,0.34654501080513,,0,,,0,2,,1,,,,,,,1.2899999618530273,,,,"Pedro Baez",5420,520980
"Jesse Chavez","- - -","P",67,1.2576140314340591,,0,,,0,-1,,-1,,,,,,,1.350000023841858,,,,"Jesse Chavez",5448,445926
"Arodys Vizcaíno","ATL","P",38.2,0.38027501106262207,,0,,,0,-1,,-1,,,,,,,0.09000000357627869,,,,"Arodys Vizcaino",5498,527055
"Dana Eveland","TBR","P",23,0.00014699999883305281,,-2,,,0,-2,,-4,,,,,,,0.3400000035762787,,,,"Dana Eveland",5508,445968
"Rubén Tejada","STL","P",1,-0.01218899991363287,,0,,,0,0,,0,,,,,,,-0.009999999776482582,,,,"Ruben Tejada",5519,514913
"Madison Bumgarner","SFG","P",226.2,1.3114399909973145,,2,,,0,1,,4,,,,,,,5.420000076293945,,,,"Madison Bumgarner",5524,518516
"Boone Logan","COL","P",46.1,0.15240800380706787,,0,,,-1,1,,0,,,,,,,0.11999999731779099,,,,"Boone Logan",5525,457429
"Phil Coke","- - -","P",10,-0.028939999639987946,,0,,,0,0,,0,,,,,,,-0.019999999552965164,,,,"Phil Coke",5535,457435
"Jo-Jo Reyes","MIA","P",2,-0.007038000039756298,,0,,,0,0,,0,,,,,,,0.03999999910593033,,,,"Jo-Jo Reyes",5559,457456
"Arnold Leon","TOR","P",2.1,-0.012985000386834145,,0,,,0,0,,0,,,,,,,0.019999999552965164,,,,"Arnold Leon",5595,504186
"Tyler Clippard","- - -","P",63,0.34994399547576904,,1,,,0,0,,0,,,,,,,-0.350000012665987,,,,"Tyler Clippard",5640,461325
