Name,Team,Pos,G,GS,Inn,Throwing,Blocking,Framing,Arm,Range,FRV,NameASCII,PlayerId,MLBAMID
"Yuli Gurriel","HOU","2B",1,0,7,,,,0,0,0,"Yuli Gurriel",19198,493329
"Austin Hays","BAL","CF",8,7,55,,,,0,0,0,"Austin Hays",19363,669720
"Jae-Gyun Hwang","SFG","1B",3,2,16.2,,,,0,0,0,"Jae-Gyun Hwang",19369,666561
"Ichiro Suzuki","MIA","CF",10,5,56,,,,-1,0,-1,"Ichiro Suzuki",1101,400085
"Andrew Romine","DET","3B",23,5,66,,,,0,-1,-1,"Andrew Romine",1159,461865
"Jayson Werth","WSN","LF",51,51,422.2,,,,0,-1,-1,"Jayson Werth",1327,150029
"Wilson Ramos","TBR","C",62,57,499.2,-1,0,0,,,-1,"Wilson Ramos",1433,467092
"Chase Utley","LAD","1B",17,10,88,,,,0,0,-1,"Chase Utley",1679,400284
"José Reyes","NYM","LF",1,1,5.1,,,,0,-1,-1,"Jose Reyes",1736,408314
"Miguel Cabrera","DET","1B",115,115,938.1,,,,0,-1,-1,"Miguel Cabrera",1744,408234
"Matt Holliday","NYY","1B",8,7,54,,,,0,-1,-1,"Matt Holliday",1873,407812
"Andrés Blanco","PHI","2B",15,13,114,,,,0,-1,-1,"Andres Blanco",1907,433217
"David Peralta","ARI","LF",50,48,403.2,,,,-1,0,-1,"David Peralta",2136,444482
"Ryan Raburn","WSN","LF",22,14,125.2,,,,0,-1,-1,"Ryan Raburn",2218,430605
"Nelson Cruz","SEA","RF",5,5,28,,,,0,-1,-1,"Nelson Cruz",2434,443558
"Pete Kozma","- - -","2B",5,2,22,,,,0,0,-1,"Pete Kozma",2539,518902
"Pete Kozma","- - -","SS",14,4,51,,,,0,-1,-1,"Pete Kozma",2539,518902
"Carlos Ruiz","SEA","C",47,40,350.1,-1,0,0,,,-1,"Carlos Ruiz",2579,434563
"Tommy Pham","STL","CF",37,30,281.1,,,,-1,0,-1,"Tommy Pham",2967,502054
"Michael Morse","SFG","LF",1,0,3,,,,0,-1,-1,"Michael Morse",3035,434604
"Grégor Blanco","ARI","CF",35,32,257.2,,,,-1,0,-1,"Gregor Blanco",3123,453923
"Robinson Chirinos","TEX","C",85,80,691.1,-1,0,0,,,-1,"Robinson Chirinos",3142,455139
"Franklin Gutierrez","LAD","LF",17,14,87.1,,,,0,-1,-1,"Franklin Gutierrez",3255,429711
"Martín Prado","MIA","3B",34,33,280,,,,0,-1,-1,"Martin Prado",3312,445988
"Drew Butera","KCR","C",74,43,432,-1,0,0,,,-1,"Drew Butera",3411,460077
"Geovany Soto","CHW","C",13,12,108.2,-1,0,0,,,-1,"Geovany Soto",3707,434567
"Rajai Davis","- - -","RF",7,3,36,,,,0,-1,-1,"Rajai Davis",3708,434658
"Chris Young","BOS","RF",8,7,65,,,,0,-1,-1,"Chris Young",3882,455759
"Emilio Bonifácio","ATL","LF",8,1,21.2,,,,0,-1,-1,"Emilio Bonifacio",4054,466988
"Gorkys Hernández","SFG","RF",20,8,87.1,,,,-1,0,-1,"Gorkys Hernandez",4146,491676
"Howie Kendrick","- - -","1B",4,1,17.1,,,,0,-1,-1,"Howie Kendrick",4229,435062
"Jose Lobaton","WSN","C",50,43,376,-1,0,0,,,-1,"Jose Lobaton",4243,446653
"Scott Van Slyke","LAD","1B",9,5,41.1,,,,0,-1,-1,"Scott Van Slyke",4365,475100
"Russell Martin","TOR","C",83,78,683.2,-1,0,0,,,-1,"Russell Martin",4616,431145
"Ben Revere","LAA","CF",6,1,20,,,,0,-1,-1,"Ben Revere",4712,519184
"Jacoby Ellsbury","NYY","CF",97,90,807.1,,,,-3,1,-1,"Jacoby Ellsbury",4727,453056
"Giancarlo Stanton","MIA","RF",149,149,1312.1,,,,-1,0,-1,"Giancarlo Stanton",4949,519317
"Ryan Hanigan","COL","C",30,29,257,-1,0,0,,,-1,"Ryan Hanigan",4952,452672
"Stephen Vogt","OAK","LF",1,0,2,,,,0,-1,-1,"Stephen Vogt",5000,519390
"Cameron Maybin","- - -","RF",10,5,52,,,,0,-1,-1,"Cameron Maybin",5223,457727
"Jon Jay","CHC","LF",64,32,326,,,,1,-2,-1,"Jon Jay",5227,445055
"Robbie Grossman","MIN","LF",18,17,133,,,,0,0,-1,"Robbie Grossman",5254,543257
"Aaron Hicks","NYY","LF",22,16,147,,,,0,-1,-1,"Aaron Hicks",5297,543305
"Alex Presley","DET","CF",19,17,149,,,,0,0,-1,"Alex Presley",5305,502100
"Freddie Freeman","ATL","3B",16,16,136,,,,0,-1,-1,"Freddie Freeman",5361,518692
"Ji Man Choi","NYY","1B",6,4,40,,,,0,-1,-1,"Ji Man Choi",5452,596847
"José Pirela","SDP","1B",5,3,30,,,,0,-1,-1,"Jose Pirela",5485,517369
"José Pirela","SDP","LF",68,64,536.2,,,,0,-1,-1,"Jose Pirela",5485,517369
"Austin Romine","NYY","C",67,58,517.2,-1,0,0,,,-1,"Austin Romine",5491,519222
"Jarrod Saltalamacchia","TOR","C",7,6,52,-1,0,0,,,-1,"Jarrod Saltalamacchia",5557,457454
"Devin Mesoraco","CIN","C",40,37,305.1,-1,0,0,,,-1,"Devin Mesoraco",5666,519023
"John Jaso","PIT","1B",29,7,106.2,,,,0,-1,-1,"John Jaso",5887,444379
"Mike Aviles","MIA","SS",15,12,103,,,,0,-1,-1,"Mike Aviles",5986,449107
"Cristhian Adames","COL","2B",1,0,1,,,,0,-1,-1,"Cristhian Adames",6013,542436
"Aaron Hill","SFG","2B",7,7,57.1,,,,0,-1,-1,"Aaron Hill",6104,431094
"Aaron Hill","SFG","LF",6,2,22.1,,,,0,-1,-1,"Aaron Hill",6104,431094
"Eduardo Escobar","MIN","SS",16,12,104,,,,0,-1,-1,"Eduardo Escobar",6153,500871
"Andre Ethier","LAD","LF",8,8,58,,,,0,-1,-1,"Andre Ethier",6265,444843
"Daniel Robertson","CLE","LF",10,7,68,,,,0,0,-1,"Daniel Robertson",6266,543706
"Danny Valencia","SEA","RF",10,5,51,,,,0,-1,-1,"Danny Valencia",6364,502143
"Kirk Nieuwenhuis","MIL","CF",7,4,45,,,,0,-1,-1,"Kirk Nieuwenhuis",6400,543590
"Sean Rodríguez","- - -","2B",12,7,71.2,,,,0,-1,-1,"Sean Rodriguez",6589,446481
"Sean Rodríguez","- - -","RF",10,6,51.2,,,,0,0,-1,"Sean Rodriguez",6589,446481
"Sean Rodríguez","PIT","SS",6,6,50,,,,0,0,-1,"Sean Rodriguez",6589,446481
"Chase d'Arnaud","- - -","2B",4,1,15,,,,0,-1,-1,"Chase d'Arnaud",6652,488818
"Chase d'Arnaud","SDP","SS",10,8,72.2,,,,0,-1,-1,"Chase d'Arnaud",6652,488818
"Johnny Giavotella","BAL","2B",5,2,19,,,,0,-1,-1,"Johnny Giavotella",6740,543213
"Derek Norris","TBR","C",53,52,454,-1,0,0,,,-1,"Derek Norris",6867,519083
"Mark Trumbo","BAL","1B",2,2,15,,,,0,0,-1,"Mark Trumbo",6876,444432
"Chris Coghlan","TOR","2B",3,3,23,,,,0,-1,-1,"Chris Coghlan",6878,458085
"Martín Maldonado","LAA","1B",1,0,1,,,,0,-1,-1,"Martin Maldonado",6887,455117
"Caleb Joseph","BAL","3B",8,0,9,,,,0,-1,-1,"Caleb Joseph",7087,543376
"Eric Young Jr.","LAA","CF",15,10,94,,,,-1,0,-1,"Eric Young Jr.",7158,458913
"Juan Centeno","HOU","C",22,15,140.2,-1,0,0,,,-1,"Juan Centeno",7168,518542
"Logan Forsythe","LAD","1B",1,1,7.1,,,,0,-1,-1,"Logan Forsythe",7185,523253
"Carlos González","COL","RF",125,123,1064,,,,0,-1,-1,"Carlos Gonzalez",7287,471865
"Chris Gimenez","MIN","C",59,54,475.2,-1,0,0,,,-1,"Chris Gimenez",7324,460269
"Seth Smith","BAL","RF",80,72,588,,,,-1,0,-1,"Seth Smith",7331,452234
"Trevor Plouffe","TBR","2B",3,1,16,,,,0,-1,-1,"Trevor Plouffe",7462,461858
"Alex Avila","- - -","1B",19,11,109.2,,,,0,-1,-1,"Alex Avila",7476,488671
"Alex Avila","- - -","C",78,70,614.1,-1,0,0,,,-1,"Alex Avila",7476,488671
"Justin Ruggiano","SFG","LF",5,4,33,,,,0,-1,-1,"Justin Ruggiano",7620,448605
"Ty Kelly","PHI","LF",9,3,36.1,,,,0,-1,-1,"Ty Kelly",7740,571841
"Ryan Flaherty","BAL","3B",5,2,19,,,,0,-1,-1,"Ryan Flaherty",7888,475247
"Ryan Flaherty","BAL","LF",1,1,8,,,,0,0,-1,"Ryan Flaherty",7888,475247
"José A. Martínez","STL","1B",33,29,259,,,,0,-1,-1,"Jose A. Martinez",7996,500874
"Adam Lind","WSN","1B",39,30,269.2,,,,0,0,-1,"Adam Lind",8027,452252
"Matt Carpenter","STL","1B",120,110,949.1,,,,0,-1,-1,"Matt Carpenter",8090,572761
"Matt Carpenter","STL","2B",13,13,103,,,,0,-1,-1,"Matt Carpenter",8090,572761
"Matt Carpenter","STL","3B",16,16,111,,,,0,-1,-1,"Matt Carpenter",8090,572761
"Eric Fryer","STL","C",26,15,162.2,-1,0,0,,,-1,"Eric Fryer",8145,518700
"Josh Harrison","PIT","LF",8,6,56.2,,,,0,0,-1,"Josh Harrison",8202,543281
"Daniel Descalso","ARI","LF",36,32,248.2,,,,-1,0,-1,"Daniel Descalso",8392,518614
"Ehire Adrianza","MIN","LF",17,9,92.2,,,,0,-1,-1,"Ehire Adrianza",8418,501303
"Gerardo Parra","COL","1B",6,4,29.1,,,,0,0,-1,"Gerardo Parra",8553,467827
"Gerardo Parra","COL","RF",22,19,168.2,,,,1,-1,-1,"Gerardo Parra",8553,467827
"Ezequiel Carrera","TOR","RF",27,13,130.2,,,,-1,0,-1,"Ezequiel Carrera",9048,485567
"Alexi Amarista","COL","3B",1,1,5.2,,,,0,-1,-1,"Alexi Amarista",9063,506560
"Alexi Amarista","COL","LF",5,2,19.2,,,,0,-1,-1,"Alexi Amarista",9063,506560
"Alexi Amarista","COL","SS",18,11,106.1,,,,0,-1,-1,"Alexi Amarista",9063,506560
"Danny Espinosa","SEA","1B",2,1,11,,,,0,-1,-1,"Danny Espinosa",9219,457787
"AJ Pollock","ARI","CF",109,99,873.1,,,,-1,0,-1,"AJ Pollock",9256,572041
"Chris Herrmann","ARI","1B",5,1,17,,,,0,-1,-1,"Chris Herrmann",9284,543302
"Brock Holt","BOS","1B",2,1,10,,,,0,-1,-1,"Brock Holt",9345,571788
"Jason Kipnis","CLE","CF",11,11,71,,,,-1,-1,-1,"Jason Kipnis",9776,543401
"Austin Jackson","CLE","RF",18,12,113.2,,,,0,-1,-1,"Austin Jackson",9848,457706
"Jay Bruce","- - -","1B",12,10,91,,,,0,-1,-1,"Jay Bruce",9892,457803
"Colby Rasmus","TBR","RF",7,7,67,,,,0,-1,-1,"Colby Rasmus",9893,458675
"Trayce Thompson","LAD","CF",9,8,56.2,,,,0,-1,-1,"Trayce Thompson",9952,572204
"Trayce Thompson","LAD","LF",7,3,30.2,,,,0,-1,-1,"Trayce Thompson",9952,572204
"Michael Saunders","- - -","RF",54,50,435.1,,,,0,-1,-1,"Michael Saunders",9981,459431
"Chris Owings","ARI","2B",22,15,138.2,,,,0,-2,-1,"Chris Owings",10030,572008
"Tomás Telis","MIA","1B",28,18,167.1,,,,0,-1,-1,"Tomas Telis",10067,542513
"Jonathan Villar","MIL","CF",6,6,39,,,,0,-2,-1,"Jonathan Villar",10071,542340
"Mike Trout","LAA","CF",108,108,948,,,,3,-4,-1,"Mike Trout",10155,545361
"Brandon Belt","SFG","LF",15,10,79.1,,,,0,-1,-1,"Brandon Belt",10264,474832
"Danny Santana","- - -","3B",5,3,24.2,,,,0,-1,-1,"Danny Santana",10322,542454
"Scooter Gennett","CIN","LF",9,6,55,,,,0,-1,-1,"Scooter Gennett",10339,571697
"Gift Ngoepe","PIT","3B",3,1,14.2,,,,0,-1,-1,"Gift Ngoepe",10340,547912
"Enrique Hernández","LAD","3B",14,8,77.1,,,,0,-1,-1,"Enrique Hernandez",10472,571771
"Rocky Gale","SDP","C",3,3,23,-1,0,0,,,-1,"Rocky Gale",10533,502570
"Gio Urshela","CLE","2B",5,3,23.2,,,,0,-1,-1,"Gio Urshela",10681,570482
"Arismendy Alcántara","CIN","2B",10,6,55,,,,0,-1,-1,"Arismendy Alcantara",10711,570489
"Lane Adams","ATL","LF",27,5,85,,,,0,-1,-1,"Lane Adams",10767,572669
"Jurickson Profar","TEX","SS",4,4,35,,,,0,-1,-1,"Jurickson Profar",10815,595777
"Jedd Gyorko","STL","1B",10,3,40,,,,0,0,-1,"Jedd Gyorko",10816,576397
"Jared Hoying","TEX","CF",25,16,155,,,,-1,0,-1,"Jared Hoying",10882,592419
"Jared Hoying","TEX","RF",10,1,26,,,,0,-1,-1,"Jared Hoying",10882,592419
"Greg Garcia","STL","3B",41,23,240.1,,,,0,0,-1,"Greg Garcia",10951,594824
"Greg Garcia","STL","SS",12,8,79,,,,0,0,-1,"Greg Garcia",10951,594824
"Phil Gosselin","- - -","2B",16,7,64.2,,,,0,-1,-1,"Phil Gosselin",10953,594838
"Ramón Flores","LAA","RF",3,3,24,,,,0,-1,-1,"Ramon Flores",11165,570717
"Brett Nicholas","TEX","C",19,16,145,-1,0,0,,,-1,"Brett Nicholas",11192,592592
"Adam Eaton","WSN","CF",20,19,167.2,,,,0,0,-1,"Adam Eaton",11205,594809
"Mike Freeman","- - -","2B",6,2,24,,,,0,-1,-1,"Mike Freeman",11241,502273
"Whit Merrifield","KCR","RF",10,8,70,,,,-1,0,-1,"Whit Merrifield",11281,593160
"Adrián Sanchez","WSN","2B",10,5,51.1,,,,0,-1,-1,"Adrian Sanchez",11338,506703
"Brett Eibner","LAD","LF",6,1,24.2,,,,0,0,-1,"Brett Eibner",11369,518649
"Ronald Torreyes","NYY","SS",36,26,221,,,,0,0,-1,"Ronald Torreyes",11400,591720
"Mark Canha","OAK","LF",20,12,124,,,,-1,-1,-1,"Mark Canha",11445,592192
"Kaleb Cowart","LAA","2B",30,26,225.1,,,,0,-2,-1,"Kaleb Cowart",11494,592230
"Brandon Drury","ARI","3B",1,1,7,,,,0,-1,-1,"Brandon Drury",11615,592273
"Mason Williams","NYY","CF",5,4,36,,,,0,-1,-1,"Mason Williams",11859,592863
"Orlando Calixte","SFG","3B",5,2,17,,,,0,-1,-1,"Orlando Calixte",11905,593525
"Travis Taijeron","NYM","RF",15,13,105,,,,-1,0,-1,"Travis Taijeron",11935,607369
"Cody Asche","CHW","3B",1,0,1,,,,0,-1,-1,"Cody Asche",11997,605125
"Eddie Rosario","MIN","CF",10,5,50,,,,0,-1,-1,"Eddie Rosario",12155,592696
"Eddie Rosario","MIN","LF",138,126,1108.1,,,,0,-1,-1,"Eddie Rosario",12155,592696
"Eddie Rosario","MIN","RF",16,11,99,,,,0,-1,-1,"Eddie Rosario",12155,592696
"Austin Barnes","LAD","C",55,49,438.1,-1,0,0,,,-1,"Austin Barnes",12158,605131
"Jorge Bonifacio","KCR","LF",9,6,57,,,,0,-1,-1,"Jorge Bonifacio",12174,593528
"Jace Peterson","ATL","RF",2,2,16,,,,0,-1,-1,"Jace Peterson",12325,607054
"Tommy La Stella","CHC","3B",18,10,92.1,,,,0,-1,-1,"Tommy La Stella",12371,600303
"Taylor Motter","SEA","2B",18,11,109.2,,,,0,-1,-1,"Taylor Motter",12399,600301
"Taylor Motter","SEA","LF",15,13,101.2,,,,-1,1,-1,"Taylor Motter",12399,600301
"Taylor Motter","SEA","RF",5,1,14,,,,0,-1,-1,"Taylor Motter",12399,600301
"Ryan Rua","TEX","LF",37,17,179.1,,,,0,-1,-1,"Ryan Rua",12409,607387
"T.J. Rivera","NYM","3B",28,25,207,,,,0,-1,-1,"T.J. Rivera",12495,608061
"Taylor Featherston","TBR","3B",2,1,12,,,,0,-1,-1,"Taylor Featherston",12590,605227
"Raffy Lopez","TOR","C",24,17,158.1,-1,0,0,,,-1,"Raffy Lopez",12606,607257
"Tyler Collins","DET","CF",26,23,199.2,,,,1,-3,-1,"Tyler Collins",12723,607385
"Breyvic Valera","STL","2B",3,2,18,,,,0,-1,-1,"Breyvic Valera",12758,591971
"George Springer","HOU","RF",78,50,477,,,,0,-1,-1,"George Springer",12856,543807
"James McCann","DET","C",103,97,836.1,-1,0,0,,,-1,"James McCann",12859,543510
"Gregory Polanco","PIT","CF",6,2,32,,,,0,-1,-1,"Gregory Polanco",12907,570256
"Gregory Polanco","PIT","LF",25,25,207.1,,,,0,-1,-1,"Gregory Polanco",12907,570256
"José Osuna","PIT","1B",23,14,127.1,,,,0,0,-1,"Jose Osuna",12937,591741
"Willy García","CHW","RF",17,12,109,,,,0,-1,-1,"Willy Garcia",12956,591994
"Cam Gallagher","KCR","C",13,6,64,-1,0,0,,,-1,"Cam Gallagher",12981,595956
"Teoscar Hernández","TOR","CF",5,4,36,,,,0,-1,-1,"Teoscar Hernandez",13066,606192
"Teoscar Hernández","- - -","RF",3,2,22.1,,,,0,0,-1,"Teoscar Hernandez",13066,606192
"Mikie Mahtook","DET","CF",67,60,529.2,,,,-2,1,-1,"Mikie Mahtook",13130,543484
"Mikie Mahtook","DET","LF",19,11,113.1,,,,-1,0,-1,"Mikie Mahtook",13130,543484
"Mikie Mahtook","DET","RF",25,15,145,,,,-1,0,-1,"Mikie Mahtook",13130,543484
"Marco Hernández","BOS","3B",9,9,72,,,,0,-1,-1,"Marco Hernandez",13154,593523
"Mike Zunino","SEA","C",120,112,994,-1,0,0,,,-1,"Mike Zunino",13265,572287
"Joey Rickard","BAL","CF",21,6,87,,,,0,-1,-1,"Joey Rickard",13277,572073
"Deven Marrero","BOS","2B",11,6,60,,,,0,-1,-1,"Deven Marrero",13325,571918
"Dwight Smith Jr.","TOR","LF",9,5,53.2,,,,0,0,-1,"Dwight Smith Jr.",13473,596105
"José Peraza","CIN","CF",2,2,16,,,,0,-1,-1,"Jose Peraza",13593,606299
"José Peraza","CIN","SS",55,48,422.1,,,,0,-1,-1,"Jose Peraza",13593,606299
"Carson Kelly","STL","C",31,14,162,-1,0,0,,,-1,"Carson Kelly",13620,608348
"Christopher Bostick","PIT","2B",3,3,26,,,,0,0,-1,"Christopher Bostick",13718,607471
"Kevin Plawecki","NYM","C",29,24,223,-1,0,0,,,-1,"Kevin Plawecki",13807,608700
"Micah Johnson","ATL","LF",3,1,9,,,,0,-1,-1,"Micah Johnson",13809,608672
"Devon Travis","TOR","2B",50,46,424.1,,,,0,-1,-1,"Devon Travis",13862,581527
"Patrick Kivlehan","CIN","CF",4,2,20,,,,0,-1,-1,"Patrick Kivlehan",13910,623182
"Daniel Vogelbach","SEA","1B",7,5,44.1,,,,0,-1,-1,"Daniel Vogelbach",14130,596129
"Greg Bird","NYY","1B",46,40,360.2,,,,0,-1,-1,"Greg Bird",14131,595885
"Mitch Haniger","SEA","LF",2,1,8,,,,0,-1,-1,"Mitch Haniger",14274,571745
"Wilmer Difo","WSN","2B",25,13,137.2,,,,0,-1,-1,"Wilmer Difo",14320,594694
"Wilmer Difo","WSN","CF",1,1,6,,,,0,-1,-1,"Wilmer Difo",14320,594694
"Raimel Tapia","COL","LF",18,14,133.1,,,,0,0,-1,"Raimel Tapia",14350,606132
"Tzu-Wei Lin","BOS","3B",9,6,57,,,,0,-1,-1,"Tzu-Wei Lin",14678,624407
"Tzu-Wei Lin","BOS","SS",6,6,55,,,,0,-1,-1,"Tzu-Wei Lin",14678,624407
"Phillip Ervin","CIN","CF",9,7,63,,,,-1,0,-1,"Phillip Ervin",14738,640447
"Phillip Ervin","CIN","RF",5,3,29,,,,0,-1,-1,"Phillip Ervin",14738,640447
"Luke Voit","STL","1B",31,18,186,,,,0,0,-1,"Luke Voit",14811,572228
"Pat Valaika","COL","LF",5,2,16,,,,0,-1,-1,"Pat Valaika",14885,642162
"Trey Mancini","BAL","1B",45,35,324,,,,0,-1,-1,"Trey Mancini",15149,641820
"Chad Pinder","OAK","CF",7,4,41,,,,0,-1,-1,"Chad Pinder",15191,640461
"Carlos Asuaje","SDP","2B",84,78,680.2,,,,0,-1,-1,"Carlos Asuaje",15197,641319
"Stuart Turner","CIN","C",28,18,177.1,-1,0,0,,,-1,"Stuart Turner",15207,642156
"Adam Frazier","PIT","RF",15,10,95,,,,0,-1,-1,"Adam Frazier",15223,624428
"Adam Frazier","PIT","SS",1,1,7,,,,0,-1,-1,"Adam Frazier",15223,624428
"Mike Tauchman","COL","LF",3,1,15.1,,,,0,-1,-1,"Mike Tauchman",15274,643565
"Kris Bryant","CHC","RF",7,6,44,,,,0,-1,-1,"Kris Bryant",15429,592178
"Hunter Renfroe","SDP","RF",120,117,1015,,,,0,-1,-1,"Hunter Renfroe",15464,592669
"J.P. Crawford","PHI","SS",6,6,55,,,,0,-1,-1,"J.P. Crawford",15491,641487
"Tyler White","HOU","2B",4,0,10,,,,0,-1,-1,"Tyler White",15564,643603
"Allen Córdoba","SDP","3B",3,0,9.1,,,,0,-1,-1,"Allen Cordoba",15722,642707
"Tyler Wade","NYY","2B",15,11,98,,,,0,-1,-1,"Tyler Wade",15730,642180
"Tyler Wade","NYY","LF",5,1,16,,,,0,-1,-1,"Tyler Wade",15730,642180
"Tyler Wade","NYY","SS",7,1,20,,,,0,-1,-1,"Tyler Wade",15730,642180
"Luis Torrens","SDP","C",51,31,310.2,-1,0,0,,,-1,"Luis Torrens",15905,620443
"Aledmys Díaz","STL","SS",68,66,589,,,,0,-1,-1,"Aledmys Diaz",15937,649557
"Ryder Jones","SFG","1B",30,27,235,,,,0,-1,-1,"Ryder Jones",15982,624507
"Clint Frazier","NYY","LF",30,27,236,,,,-1,0,-1,"Clint Frazier",15983,640449
"J.D. Davis","HOU","3B",22,14,148.2,,,,0,-1,-1,"J.D. Davis",16219,605204
"Sam Travis","BOS","1B",21,17,140,,,,0,-1,-1,"Sam Travis",16263,607752
"Richard Urena","TOR","SS",20,16,160.2,,,,0,-1,-1,"Richard Urena",16411,620446
"Jordan Luplow","PIT","RF",14,13,113,,,,1,-1,-1,"Jordan Luplow",16424,656669
"Rhys Hoskins","PHI","LF",30,29,237.1,,,,1,-2,-1,"Rhys Hoskins",16472,656555
"Yandy Díaz","CLE","LF",3,3,20,,,,0,-1,-1,"Yandy Diaz",16578,650490
"Magneuris Sierra","STL","LF",3,2,19,,,,0,-1,-1,"Magneuris Sierra",17023,642423
"Alex Bregman","HOU","SS",30,21,214.2,,,,0,-1,-1,"Alex Bregman",17678,608324
"Willie Calhoun","TEX","LF",11,8,74,,,,0,-1,-1,"Willie Calhoun",17838,641432
"Ian Happ","CHC","2B",44,28,260.1,,,,0,-1,-1,"Ian Happ",17919,664023
"Ian Happ","CHC","LF",29,11,113,,,,-1,-1,-1,"Ian Happ",17919,664023
"Dansby Swanson","ATL","SS",142,135,1202,,,,0,-4,-1,"Dansby Swanson",18314,621020
"Yuli Gurriel","HOU","3B",7,4,49,,,,0,-1,-1,"Yuli Gurriel",19198,493329
"Austin Hays","BAL","RF",14,9,89.1,,,,0,-1,-1,"Austin Hays",19363,669720
"Ichiro Suzuki","MIA","RF",16,12,110,,,,0,-2,-2,"Ichiro Suzuki",1101,400085
"Andrew Romine","DET","2B",27,17,164.1,,,,0,-1,-2,"Andrew Romine",1159,461865
"José Reyes","NYM","2B",28,23,207.1,,,,0,-2,-2,"Jose Reyes",1736,408314
"David Peralta","ARI","RF",78,74,665,,,,-2,0,-2,"David Peralta",2136,444482
"Darwin Barney","TOR","SS",10,5,54,,,,0,-2,-2,"Darwin Barney",2430,446381
"Peter Bourjos","TBR","LF",41,21,207,,,,-1,-1,-2,"Peter Bourjos",2578,488721
"Brandon Guyer","CLE","LF",33,18,180.2,,,,-1,-1,-2,"Brandon Guyer",2636,446386
"Robinson Canó","SEA","2B",150,148,1286.2,,,,0,-2,-2,"Robinson Cano",3269,429664
"Cliff Pennington","LAA","3B",18,11,108,,,,0,-2,-2,"Cliff Pennington",3395,460060
"Ryan Braun","MIL","LF",95,95,798.1,,,,0,-2,-2,"Ryan Braun",3410,460075
"Eric Thames","MIL","1B",108,103,857.1,,,,0,-1,-2,"Eric Thames",3711,519346
"Eric Thames","MIL","LF",25,15,142.1,,,,0,-2,-2,"Eric Thames",3711,519346
"Chris Young","BOS","LF",39,34,298,,,,-1,-1,-2,"Chris Young",3882,455759
"Josh Reddick","HOU","CF",11,6,69,,,,0,-2,-2,"Josh Reddick",3892,502210
"Melky Cabrera","KCR","RF",46,43,348.2,,,,-1,-2,-2,"Melky Cabrera",4022,466320
"Yunel Escobar","LAA","3B",87,87,755.1,,,,0,-3,-2,"Yunel Escobar",4191,488862
"Shane Robinson","LAA","LF",4,4,24,,,,-1,-1,-2,"Shane Robinson",4249,453203
"Stephen Drew","WSN","SS",13,11,91.2,,,,0,-1,-2,"Stephen Drew",4251,452220
"Chase Headley","NYY","1B",45,37,328,,,,0,-2,-2,"Chase Headley",4720,452104
"Curtis Granderson","- - -","LF",33,27,234,,,,-1,-1,-2,"Curtis Granderson",4747,434158
"Mike Moustakas","KCR","3B",127,127,1093,,,,0,-1,-2,"Mike Moustakas",4892,519058
"Asdrúbal Cabrera","NYM","3B",44,40,350.1,,,,0,-2,-2,"Asdrubal Cabrera",4962,452678
"Jefry Marte","LAA","1B",28,24,210.2,,,,0,-2,-2,"Jefry Marte",5107,527043
"Jon Jay","CHC","CF",54,43,340.1,,,,-1,-2,-2,"Jon Jay",5227,445055
"Francisco Cervelli","PIT","C",78,75,645.1,-2,0,0,,,-2,"Francisco Cervelli",5275,465041
"Yangervis Solarte","SDP","3B",22,18,156.2,,,,0,-1,-2,"Yangervis Solarte",5352,500208
"Yangervis Solarte","SDP","SS",28,24,199,,,,0,-3,-2,"Yangervis Solarte",5352,500208
"Abraham Almonte","CLE","RF",32,28,249,,,,-1,-1,-2,"Abraham Almonte",5486,501659
"Marwin Gonzalez","HOU","1B",31,20,193.2,,,,0,-2,-2,"Marwin Gonzalez",5497,503556
"Leury García","CHW","LF",24,21,185.1,,,,0,-2,-2,"Leury Garcia",5913,544725
"Eduardo Núñez","BOS","2B",26,25,213.2,,,,0,-2,-2,"Eduardo Nunez",6848,456488
"Eduardo Núñez","- - -","3B",53,51,447.2,,,,0,-2,-2,"Eduardo Nunez",6848,456488
"Chris Coghlan","TOR","LF",8,6,54.2,,,,0,-2,-2,"Chris Coghlan",6878,458085
"Ian Desmond","COL","1B",27,22,190.2,,,,0,-2,-2,"Ian Desmond",6885,435622
"Caleb Joseph","BAL","C",79,69,621.2,-2,0,0,,,-2,"Caleb Joseph",7087,543376
"Matt Davidson","CHW","3B",34,32,289,,,,0,-2,-2,"Matt Davidson",7226,571602
"Michael Martinez","- - -","2B",11,7,71,,,,0,-1,-2,"Michael Martinez",7358,492841
"Ben Zobrist","CHC","2B",81,65,541.2,,,,0,-2,-2,"Ben Zobrist",7435,450314
"Ben Zobrist","CHC","RF",32,27,228.1,,,,-1,-1,-2,"Ben Zobrist",7435,450314
"Trevor Plouffe","- - -","3B",64,56,505,,,,0,-1,-2,"Trevor Plouffe",7462,461858
"Neil Walker","- - -","2B",95,90,769.2,,,,0,-2,-2,"Neil Walker",7539,435522
"José A. Martínez","STL","RF",17,10,100,,,,0,-2,-2,"Jose A. Martinez",7996,500874
"Dustin Pedroia","BOS","2B",98,97,834.2,,,,0,0,-2,"Dustin Pedroia",8370,456030
"Daniel Descalso","ARI","3B",15,6,74.2,,,,0,-2,-2,"Daniel Descalso",8392,518614
"Jason Castro","MIN","C",108,104,908.2,-2,0,0,,,-2,"Jason Castro",8722,488771
"Ezequiel Carrera","TOR","CF",10,8,76.2,,,,-1,-2,-2,"Ezequiel Carrera",9048,485567
